X;Y;Name;DIRECCI__N_COMERCIAL;HORARIO_DE_ATENCI__N;Latitud;Longitud;N;N COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
-770.255;-1.210.299;COMERCIAL DANE;CAL LAS GARZAS 289 URB LIMATAMBO / FRENTE COMPLEJO POLICIAL;07:30 am - 10:00 pm;-1.210.299;-770.255;07:30 am - 10:00 pm;CAL LAS GARZAS 289 URB LIMATAMBO / FRENTE COMPLEJO POLICIAL;;;;;;;;;;;;;;;;;;;;;;;
-7.704.667;-119.123;BODEGA;AV UNIVERSITARIA 9565 AAHH SAN JUAN BAUTISTA;07:00 am - 10:00 pm;-119.123;-7.704.667;07:00 am - 10:00 pm;AV UNIVERSITARIA 9565 AAHH SAN JUAN BAUTISTA;;;;;;;;;;;;;;;;;;;;;;;
-7.701.971;-1.211.324;OXXO ANGAMOS;AV. ANGAMOS N° 1140, 1142, 1144.;07:00 am - 10:00 pm;-1.211.324;-7.701.971;07:00 am - 10:00 pm;AV. ANGAMOS N° 1140, 1142, 1144.;;;;;;;;;;;;;;;;;;;;;;;
-7.710.808;-1.197.479;BODEGA;MZ B6 LT 8 AH CERRO CANDELA SAN MARTÍN DE PORRES;07:00 am - 10:00 pm;-1.197.479;-7.710.808;07:00 am - 10:00 pm;MZ B6 LT 8 AH CERRO CANDELA SAN MARTÍN DE PORRES;;;;;;;;;;;;;;;;;;;;;;;
-7.700.805;-1.218.656;COMERCIAL M Y A;AV VILLA MARINA MZ E LT 11 URB VILLA MARINA;07:00 am - 10:00 pm;-1.218.656;-7.700.805;07:00 am - 10:00 pm;AV VILLA MARINA MZ E LT 11 URB VILLA MARINA;;;;;;;;;;;;;;;;;;;;;;;
-7.694.178;-1.220.957;JUAN CARLOS CRUZ SOTO;SECTOR 2 GRUPO 13 MZ I LT 23;07:00 am - 10:00 pm;-1.220.957;-7.694.178;07:00 am - 10:00 pm;SECTOR 2 GRUPO 13 MZ I LT 23;;;;;;;;;;;;;;;;;;;;;;;
-7.702.352;-1.188.767;CHRISTIAN DENNIS QUINTANILLA CARHUAMACA;AV TUPAC AMARU 2082 ;07:00 am - 10:00 pm;-1.188.767;-7.702.352;07:00 am - 10:00 pm;AV TUPAC AMARU 2082;;;;;;;;;;;;;;;;;;;;;;;
-7.708.378;-1.195.859;BODEGA;CALLE 57 MZ 130 LT 03 AAHH ENRIQUE MILLA OCHOA;07:00 am - 10:00 pm;-1.195.859;-7.708.378;07:00 am - 10:00 pm;CALLE 57 MZ 130 LT 03 AAHH ENRIQUE MILLA OCHOA;;;;;;;;;;;;;;;;;;;;;;;
-7.701.381;-1.220.444;OXXO CEDROS;AV. ALAMEDA LOS CEDROS N° 300;07:00 am - 10:00 pm;-1.220.444;-7.701.381;07:00 am - 10:00 pm;AV. ALAMEDA LOS CEDROS N° 300;;;;;;;;;;;;;;;;;;;;;;;
-7.706.905;-1.198.403;COMERCIAL AILANI;AV LOS ALISOS 612 MZ Q1 LT 22 URB CARLOS CUETO FERNANDINI ;07:00 am - 10:00 pm;-1.198.403;-7.706.905;07:00 am - 10:00 pm;AV LOS ALISOS 612 MZ Q1 LT 22 URB CARLOS CUETO FERNANDINI;;;;;;;;;;;;;;;;;;;;;;;
-7.708.742;-1.207.503;ALMACÉN '78;AV PARQUE DE LAS LEYENDAS 398;07:00 am - 10:00 pm;-1.207.503;-7.708.742;07:00 am - 10:00 pm;AV PARQUE DE LAS LEYENDAS 398;;;;;;;;;;;;;;;;;;;;;;;
-7.702.182;-1.217.169;TIENDAS TAMBO S.A.C;CARR. PANAMERICANA LTE Nº 30 DE LA MZA P. URB LOS LAURELES(AV.HUAYLAS 788-790)  LIMA-LIMA-CHORRILLOS;07:00 am - 10:30 pm;-1.217.169;-7.702.182;07:00 am - 10:30 pm;CARR. PANAMERICANA LTE Nº 30 DE LA MZA P. URB LOS LAURELES(AV.HUAYLAS 788-790)  LIMA-LIMA-CHORRILLOS;;;;;;;;;;;;;;;;;;;;;;;
-7.708.677;-1.197.983;JANETH ERICKA AZAÑA FLORES;CALLE LOS OLIVOS MZ I1 LT 12 AH JAZMINES DEL NARANJAL;07:00 am - 10:00 pm;-1.197.983;-7.708.677;07:00 am - 10:00 pm;CALLE LOS OLIVOS MZ I1 LT 12 AH JAZMINES DEL NARANJAL;;;;;;;;;;;;;;;;;;;;;;;
-7.703.194;-1.187.625;BOTICA;AV SAN JUAN BOSTO MZ T2 LTE URB SANTO DOMINGO ETAPA 7 ;07:00 am - 10:00 pm;-1.187.625;-7.703.194;07:00 am - 10:00 pm;AV SAN JUAN BOSTO MZ T2 LTE URB SANTO DOMINGO ETAPA 7;;;;;;;;;;;;;;;;;;;;;;;
-7.704.837;-1.191.504;BOTICAS EDITH;AA.HH. SAN JUAN BAUTISTA 3RA ETAPA AV LOS INCAS 405 MZ E LT 27 ;07:00 am - 10:00 pm;-1.191.504;-7.704.837;07:00 am - 10:00 pm;AA.HH. SAN JUAN BAUTISTA 3RA ETAPA AV LOS INCAS 405 MZ E LT 27;;;;;;;;;;;;;;;;;;;;;;;
-7.709.556;-1.199.114;BOTICA;AV LOS CHASQUIS 1185 ;07:00 am - 10:00 pm;-1.199.114;-7.709.556;07:00 am - 10:00 pm;AV LOS CHASQUIS 1185;;;;;;;;;;;;;;;;;;;;;;;
-7.701.574;-1.185.998;ESMERIA UGAZ RAFAEL;MZ F LT 19 PROVIV SANTA CATALINA DE CARABAYLLO ;07:00 am - 10:00 pm;-1.185.998;-7.701.574;07:00 am - 10:00 pm;MZ F LT 19 PROVIV SANTA CATALINA DE CARABAYLLO;;;;;;;;;;;;;;;;;;;;;;;
-7.710.246;-1.197.252;LISSET ALBINA TERRONES REQUEJO;AV PACASMAYO MZ A LT 01 URB MANANTIAL DE NARANJAL ;07:00 am - 10:00 pm;-1.197.252;-7.710.246;07:00 am - 10:00 pm;AV PACASMAYO MZ A LT 01 URB MANANTIAL DE NARANJAL;;;;;;;;;;;;;;;;;;;;;;;
-7.704.147;-1.191.611;BOTICA;AV SAN JUAN BAUTISTA MZ E LT 3;07:00 am - 10:00 pm;-1.191.611;-7.704.147;07:00 am - 10:00 pm;AV SAN JUAN BAUTISTA MZ E LT 3;;;;;;;;;;;;;;;;;;;;;;;
-7.698.832;-1.212.113;TIENDAS TAMBO S.A.C;AV. HIGUERETA NRO. 612 INT. 08 URB. LAS GARDENIAS SANTIAGO DE SURCO;07:00 am - 10:30 pm;-1.212.113;-7.698.832;07:00 am - 10:30 pm;AV. HIGUERETA NRO. 612 INT. 08 URB. LAS GARDENIAS SANTIAGO DE SURCO;;;;;;;;;;;;;;;;;;;;;;;
-7.682.447;-1.201.239;TIENDAS TAMBO S.A.C;LOTE. 12 P.J. PROYECTO ESPECIAL HUAYCAN (AV.15 JULIO ZONA A) LIMA-LIMA-ATE;07:00 am - 10:30 pm;-1.201.239;-7.682.447;07:00 am - 10:30 pm;LOTE. 12 P.J. PROYECTO ESPECIAL HUAYCAN (AV.15 JULIO ZONA A) LIMA-LIMA-ATE;;;;;;;;;;;;;;;;;;;;;;;
-7.703.289;-1.203.261;BODEGA;AV GUARDIA REPUBLICANA 529;07:00 am - 10:00 pm;-1.203.261;-7.703.289;07:00 am - 10:00 pm;AV GUARDIA REPUBLICANA 529;;;;;;;;;;;;;;;;;;;;;;;
-7.702.221;-1.214.287;OXXO SAENZ;AV. GRAU 909;07:00 am - 10:00 pm;-1.214.287;-7.702.221;07:00 am - 10:00 pm;AV. GRAU 909;;;;;;;;;;;;;;;;;;;;;;;
-7.700.739;-12.177;COMERCIAL 8BRO;CALLE MATELLINI 370 ;07:00 am - 10:00 pm;-12.177;-7.700.739;07:00 am - 10:00 pm;CALLE MATELLINI 370;;;;;;;;;;;;;;;;;;;;;;;
-7.703.745;-120.498;BOTICA BALANI E.I.R.L.;AV NICOLAS DE PIEROLA 662 / AL FRENTE DE SEDE PODER JUDICIAL;07:30 am - 10:00 pm;-120.498;-7.703.745;07:30 am - 10:00 pm;AV NICOLAS DE PIEROLA 662 / AL FRENTE DE SEDE PODER JUDICIAL;;;;;;;;;;;;;;;;;;;;;;;
-7.698.528;-1.218.986;ANYFARMA;AV. ALEJANDRO VIII MZA. K LOTE 4;07:00 am - 10:00 pm;-1.218.986;-7.698.528;07:00 am - 10:00 pm;AV. ALEJANDRO VIII MZA. K LOTE 4;;;;;;;;;;;;;;;;;;;;;;;
-7.704.644;-1.198.269;BODEGA;CALLE TAMPUTOCO 201 2DA ZONA URB TAHUANTINSUYO;07:00 am - 10:00 pm;-1.198.269;-7.704.644;07:00 am - 10:00 pm;CALLE TAMPUTOCO 201 2DA ZONA URB TAHUANTINSUYO;;;;;;;;;;;;;;;;;;;;;;;
-7.701.403;-1.220.081;DGO STORE;AV ALAMEDA SUR MZ F LT 2A URB BELLO HORIZONTE ;07:00 am - 10:00 pm;-1.220.081;-7.701.403;07:00 am - 10:00 pm;AV ALAMEDA SUR MZ F LT 2A URB BELLO HORIZONTE;;;;;;;;;;;;;;;;;;;;;;;
-7.706.628;-1.187.907;BOTICA;ASOC. LAS FRESAS MZA. D1 LOTE 5B;07:00 am - 10:00 pm;-1.187.907;-7.706.628;07:00 am - 10:00 pm;ASOC. LAS FRESAS MZA. D1 LOTE 5B;;;;;;;;;;;;;;;;;;;;;;;
-7.707.624;-1.199.743;MILAGROS DEL PILAR MUÑOZ NONONE;JR  VIRGO 1193 URB MERCURIO;07:00 am - 10:00 pm;-1.199.743;-7.707.624;07:00 am - 10:00 pm;JR  VIRGO 1193 URB MERCURIO;;;;;;;;;;;;;;;;;;;;;;;
-7.708.891;-1.197.377;FARMA MAVIL;AV SOL DE NARANJAL MZ A LT 06 PV MAVIL DE NARANJAL / REF: OVALO CANTA CALLAO;07:30 am - 10:00 pm;-1.197.377;-7.708.891;07:30 am - 10:00 pm;AV SOL DE NARANJAL MZ A LT 06 PV MAVIL DE NARANJAL / REF: OVALO CANTA CALLAO;;;;;;;;;;;;;;;;;;;;;;;
-7.688.707;-120.194;TIENDAS TAMBO S.A.C;CAL.PARQUE FUNDO LA ESTRELLA MZA. B LOTE. 3 A.V. HUERTIZACION PROGRESO LA ESTRELLA;07:00 am - 10:30 pm;-120.194;-7.688.707;07:00 am - 10:30 pm;CAL.PARQUE FUNDO LA ESTRELLA MZA. B LOTE. 3 A.V. HUERTIZACION PROGRESO LA ESTRELLA;;;;;;;;;;;;;;;;;;;;;;;
-7.710.637;-1.204.247;MI FAMILIA;JR. JOSE MARIA ARGUEDAZ MANZANA B LOTE 11;07:00 am - 10:00 pm;-1.204.247;-7.710.637;07:00 am - 10:00 pm;JR. JOSE MARIA ARGUEDAZ MANZANA B LOTE 11;;;;;;;;;;;;;;;;;;;;;;;
-7.709.429;-1.197.179;BOTICA SAN JOSE;AV EL SOL DE NARANJAL MZ H LT 7 URB MAYORAZGO (AL COSTADO MERCADO SAN JOSE);07:30 am - 10:00 pm;-1.197.179;-7.709.429;07:30 am - 10:00 pm;AV EL SOL DE NARANJAL MZ H LT 7 URB MAYORAZGO (AL COSTADO MERCADO SAN JOSE);;;;;;;;;;;;;;;;;;;;;;;
-7.706.083;-1.196.769;MINI MARKET;AV. METROPOLITANA 574 MCDO. HIPER PSTO. E87 URB.  CARABAYLLO;07:00 am - 10:00 pm;-1.196.769;-7.706.083;07:00 am - 10:00 pm;AV. METROPOLITANA 574 MCDO. HIPER PSTO. E87 URB.  CARABAYLLO;;;;;;;;;;;;;;;;;;;;;;;
-7.695.394;-1.203.754;TIENDAS TAMBO S.A.C;MZA. F LOTE. 13 URB. - EL ASESOR I LIMA - LIMA - SANTA ANITA;07:00 am - 10:30 pm;-1.203.754;-7.695.394;07:00 am - 10:30 pm;MZA. F LOTE. 13 URB. - EL ASESOR I LIMA - LIMA - SANTA ANITA;;;;;;;;;;;;;;;;;;;;;;;
-7.703.591;-1.194.378;CUYO NEVADA CUYO NEVADA;AV 3 DE OCTUBRE 1274;07:00 am - 10:00 pm;-1.194.378;-7.703.591;07:00 am - 10:00 pm;AV 3 DE OCTUBRE 1274;;;;;;;;;;;;;;;;;;;;;;;
-7.707.505;-119.967;BODEGA BAZAR POMA;CALLE LEO 1112 URB MERCURIO 1ER PISO;07:00 am - 10:00 pm;-119.967;-7.707.505;07:00 am - 10:00 pm;CALLE LEO 1112 URB MERCURIO 1ER PISO;;;;;;;;;;;;;;;;;;;;;;;
-7.705.685;-1.193.875;BOTICA;AV JOSE DE LA TORRE UGARTE 324 URB EL RETABLO;07:00 am - 10:00 pm;-1.193.875;-7.705.685;07:00 am - 10:00 pm;AV JOSE DE LA TORRE UGARTE 324 URB EL RETABLO;;;;;;;;;;;;;;;;;;;;;;;
-7.700.469;-1.191.243;BOTICAS CADENAS FARMA EIRL;AV REVOLUCION 3406 MZ. Q LT 32 5TA ZONA COLLIQUE;07:00 am - 10:00 pm;-1.191.243;-7.700.469;07:00 am - 10:00 pm;AV REVOLUCION 3406 MZ. Q LT 32 5TA ZONA COLLIQUE;;;;;;;;;;;;;;;;;;;;;;;
-7.705.612;-1.192.921;BOTICA;AV EL RETABLO 1054;07:00 am - 10:00 pm;-1.192.921;-7.705.612;07:00 am - 10:00 pm;AV EL RETABLO 1054;;;;;;;;;;;;;;;;;;;;;;;
-7.702.509;-1.203.265;BOTICAS ALTAFARMA;CAL FRANCISCO ARAMBURU MZ D LT 5A / 1CDRA DE ALAMEDA ;07:30 am - 10:00 pm;-1.203.265;-7.702.509;07:30 am - 10:00 pm;CAL FRANCISCO ARAMBURU MZ D LT 5A / 1CDRA DE ALAMEDA;;;;;;;;;;;;;;;;;;;;;;;
-7.709.306;-1.199.177;CLIVER YINGS ESPINOZA HUAMAN;AV. 12 DE OCTUBRE MZA, E LOTE 09 ASOC. LAS MARGARITAS;07:00 am - 10:00 pm;-1.199.177;-7.709.306;07:00 am - 10:00 pm;AV. 12 DE OCTUBRE MZA, E LOTE 09 ASOC. LAS MARGARITAS;;;;;;;;;;;;;;;;;;;;;;;
-7.702.976;-120.807;PANADERÍA ALFRED;JR. JOSE GALVEZ NRO. 1700 (ALT.MUNICIPALIDAD);07:30 am - 10:00 pm;-120.807;-7.702.976;07:30 am - 10:00 pm;JR. JOSE GALVEZ NRO. 1700 (ALT.MUNICIPALIDAD);;;;;;;;;;;;;;;;;;;;;;;
-7.694.725;-1.220.994;CRUZ FARMA;SECTOR 6 GRUPO 4 MZ A LT 09;07:00 am - 10:00 pm;-1.220.994;-7.694.725;07:00 am - 10:00 pm;SECTOR 6 GRUPO 4 MZ A LT 09;;;;;;;;;;;;;;;;;;;;;;;
-769.743;-1.211.334;TIENDAS TAMBO S.A.C;MZA. E LOTE. 30 URB. LOS ALERCES LIMA - LIMA - SANTIAGO DE SURCO;07:00 am - 10:30 pm;-1.211.334;-769.743;07:00 am - 10:30 pm;MZA. E LOTE. 30 URB. LOS ALERCES LIMA - LIMA - SANTIAGO DE SURCO;;;;;;;;;;;;;;;;;;;;;;;
-7.700.907;-1.186.225;JORDAN ALEXIS MARTINEZ GOMEZ;AV ROSALES DE CHILLON MZ F LT 1 ASOC VIV LOS ROSALES DE CHILLON;07:00 am - 10:00 pm;-1.186.225;-7.700.907;07:00 am - 10:00 pm;AV ROSALES DE CHILLON MZ F LT 1 ASOC VIV LOS ROSALES DE CHILLON;;;;;;;;;;;;;;;;;;;;;;;
-7.699.975;-1.217.366;BOTICA FELIPHARMA;TENIENTE CARLOS JIMENEZ CHAVEZ MZ Y LT 2B PS 1 Y 2 URB. LA CAMPIÑA CHORRILLOS;07:00 am - 10:00 pm;-1.217.366;-7.699.975;07:00 am - 10:00 pm;TENIENTE CARLOS JIMENEZ CHAVEZ MZ Y LT 2B PS 1 Y 2 URB. LA CAMPIÑA CHORRILLOS;;;;;;;;;;;;;;;;;;;;;;;
-7.704.428;-1.203.269;RONY ROMAN APONTE;JIRÓN GREGORIO VII 256-307;07:00 am - 10:00 pm;-1.203.269;-7.704.428;07:00 am - 10:00 pm;JIRÓN GREGORIO VII 256-307;;;;;;;;;;;;;;;;;;;;;;;
-7.697.529;-1.211.015;TIENDAS TAMBO S.A.C;AV. PRIMAVERA N° 1284, URBANIZACIÓN VALLE HERMOSO DE MONTERRICO LIMA-LIMA-SANTIAGO DE SURCO;07:00 am - 10:30 pm;-1.211.015;-7.697.529;07:00 am - 10:30 pm;AV. PRIMAVERA N° 1284, URBANIZACIÓN VALLE HERMOSO DE MONTERRICO LIMA-LIMA-SANTIAGO DE SURCO;;;;;;;;;;;;;;;;;;;;;;;
-7.700.716;-121.356;TIENDAS TAMBO S.A.C;AV. MARISCAL RAMON CASTILLA NRO. 1150 URB. LA TALANA (MARISCAL RAMON CASTILLA 1150 1152);07:00 am - 10:30 pm;-121.356;-7.700.716;07:00 am - 10:30 pm;AV. MARISCAL RAMON CASTILLA NRO. 1150 URB. LA TALANA (MARISCAL RAMON CASTILLA 1150 1152);;;;;;;;;;;;;;;;;;;;;;;
-7.702.344;-1.211.825;TECNOLOGÍA A TU MEDIDA;CALLE NARCISO DE LA COLINA 703;07:00 am - 10:00 pm;-1.211.825;-7.702.344;07:00 am - 10:00 pm;CALLE NARCISO DE LA COLINA 703;;;;;;;;;;;;;;;;;;;;;;;
-7.707.781;-1.193.584;RICHARD EDUARDO CARRASCO GARCIA;JR DIGNIDAD MZ K5 LT 25 URB PRO 5TO SECTOR II ETAPA;07:00 am - 10:00 pm;-1.193.584;-7.707.781;07:00 am - 10:00 pm;JR DIGNIDAD MZ K5 LT 25 URB PRO 5TO SECTOR II ETAPA;;;;;;;;;;;;;;;;;;;;;;;
-7.706.149;-1.196.516;ERWIN ALFREDO MONTESINOS OLAYA;AV METROPOLITANA MZ G LT 31A URB CARABAYLLO;07:00 am - 10:00 pm;-1.196.516;-7.706.149;07:00 am - 10:00 pm;AV METROPOLITANA MZ G LT 31A URB CARABAYLLO;;;;;;;;;;;;;;;;;;;;;;;
-7.693.083;-1.222.853;MAVID;AV. ALAMO - SECTOR 3 GRUPO 18 MZ M LOTE 17;07:00 am - 10:00 pm;-1.222.853;-7.693.083;07:00 am - 10:00 pm;AV. ALAMO - SECTOR 3 GRUPO 18 MZ M LOTE 17;;;;;;;;;;;;;;;;;;;;;;;
-7.704.223;-1.190.646;BODEGA RUBI;AV BETA 1926;07:00 am - 10:00 pm;-1.190.646;-7.704.223;07:00 am - 10:00 pm;AV BETA 1926;;;;;;;;;;;;;;;;;;;;;;;
-7.701.332;-1.218.239;YOLA REYES LOPEZ;MZA. D LOTE 22 MATELLINI ;07:00 am - 10:00 pm;-1.218.239;-7.701.332;07:00 am - 10:00 pm;MZA. D LOTE 22 MATELLINI;;;;;;;;;;;;;;;;;;;;;;;
-7.699.532;-1.213.236;TIENDAS TAMBO S.A.C;AV. AYACUCHO NRO. 1355 URB. LIGURIA LIMA - LIMA - SANTIAGO DE SURCO;07:00 am - 10:30 pm;-1.213.236;-7.699.532;07:00 am - 10:30 pm;AV. AYACUCHO NRO. 1355 URB. LIGURIA LIMA - LIMA - SANTIAGO DE SURCO;;;;;;;;;;;;;;;;;;;;;;;
-7.708.936;-1.198.444;BOTICA LOS ALIZOS;AV SANTA FE MZ.U-1 LT.20 COOP. LOS JAZMINES DEL NARANJAL;07:30 am - 10:00 pm;-1.198.444;-7.708.936;07:30 am - 10:00 pm;AV SANTA FE MZ.U-1 LT.20 COOP. LOS JAZMINES DEL NARANJAL;;;;;;;;;;;;;;;;;;;;;;;
-7.704.359;-1.204.281;NILTON CESAR PEÑA PONCE;AV ARGENTINA 144 TDA DB27 CC COMERCIAL UNICENTRO ;07:00 am - 10:00 pm;-1.204.281;-7.704.359;07:00 am - 10:00 pm;AV ARGENTINA 144 TDA DB27 CC COMERCIAL UNICENTRO;;;;;;;;;;;;;;;;;;;;;;;
-7.703.459;-1.195.867;ANDREA VICTORIA FERNANDEZ QUINTANA;CALLE SAN MARTIN 258 P.J. MANCO INCA;07:00 am - 10:00 pm;-1.195.867;-7.703.459;07:00 am - 10:00 pm;CALLE SAN MARTIN 258 P.J. MANCO INCA;;;;;;;;;;;;;;;;;;;;;;;
-770.565;-1.190.208;JUAN ANTONIO BULLON PALOMINO;CALLE 11 MZ W LT 31 URB. LA ALAMEDA DE EL PINAR;07:00 am - 10:00 pm;-1.190.208;-770.565;07:00 am - 10:00 pm;CALLE 11 MZ W LT 31 URB. LA ALAMEDA DE EL PINAR;;;;;;;;;;;;;;;;;;;;;;;
-7.704.514;-1.197.308;BODEGA;AV JOSE GABRIEL CONDORCANQUI 803 URB TUPAC AMARU ;07:00 am - 10:00 pm;-1.197.308;-7.704.514;07:00 am - 10:00 pm;AV JOSE GABRIEL CONDORCANQUI 803 URB TUPAC AMARU;;;;;;;;;;;;;;;;;;;;;;;
-7.708.581;-1.199.653;LIBRERIA WILLIAM;COOP. VIV. EL OLIVAR MZ. C LT 4;07:00 am - 10:00 pm;-1.199.653;-7.708.581;07:00 am - 10:00 pm;COOP. VIV. EL OLIVAR MZ. C LT 4;;;;;;;;;;;;;;;;;;;;;;;
-7.706.967;-1.197.449;FARMA VIDA;JR RIO MARCARA 5283 INT A MZ I LT 22 URB VILLA DEL NORTE ;07:30 am - 10:00 pm;-1.197.449;-7.706.967;07:30 am - 10:00 pm;JR RIO MARCARA 5283 INT A MZ I LT 22 URB VILLA DEL NORTE;;;;;;;;;;;;;;;;;;;;;;;
-7.700.469;-1.191.244;BOTICAS CADENAS FARMA EIRL;AV REVOLUCION 3406 MZ. Q LT 32 5TA ZONA COLLIQUE ;07:00 am - 10:00 pm;-1.191.244;-7.700.469;07:00 am - 10:00 pm;AV REVOLUCION 3406 MZ. Q LT 32 5TA ZONA COLLIQUE;;;;;;;;;;;;;;;;;;;;;;;
-7.704.667;-1.198.204;MARTHA FERRANDEZ PINTO;JR. COLQUEPATA 198 URB. TAHUANTINSUYO ;07:00 am - 10:00 pm;-1.198.204;-7.704.667;07:00 am - 10:00 pm;JR. COLQUEPATA 198 URB. TAHUANTINSUYO;;;;;;;;;;;;;;;;;;;;;;;
-7.702.833;-1.189.555;LIBRERIA BAZAR;JR INDUSTRIAL 180 URB. LA FLOR;07:00 am - 10:00 pm;-1.189.555;-7.702.833;07:00 am - 10:00 pm;JR INDUSTRIAL 180 URB. LA FLOR;;;;;;;;;;;;;;;;;;;;;;;
-7.705.734;-1.198.463;ROXANA BOCANEGRA SALDÍVAR;AV CONTISUYO 306 URB TAHUANTINSUYO ;07:00 am - 10:00 pm;-1.198.463;-7.705.734;07:00 am - 10:00 pm;AV CONTISUYO 306 URB TAHUANTINSUYO;;;;;;;;;;;;;;;;;;;;;;;
-7.703.386;-1.191.523;PRODUCTOS TI;AV. REVOLUCION 900 URB. COLLIQUE;07:00 am - 10:00 pm;-1.191.523;-7.703.386;07:00 am - 10:00 pm;AV. REVOLUCION 900 URB. COLLIQUE;;;;;;;;;;;;;;;;;;;;;;;
-7.702.185;-1.191.281;FASSA GROUP;AV REVOLUCION 2065;07:00 am - 10:00 pm;-1.191.281;-7.702.185;07:00 am - 10:00 pm;AV REVOLUCION 2065;;;;;;;;;;;;;;;;;;;;;;;
-7.701.796;-1.186.617;MARIBEL ROXANA MORENO OLARTE;MZ A LT 1 PROVIV EL PARAISO DE CARABAYLLO;07:00 am - 10:00 pm;-1.186.617;-7.701.796;07:00 am - 10:00 pm;MZ A LT 1 PROVIV EL PARAISO DE CARABAYLLO;;;;;;;;;;;;;;;;;;;;;;;
-7.707.886;-119.947;BODEGA EFRAJO;JR POMABAMBA MZA. Q. LTE.  2;07:00 am - 10:00 pm;-119.947;-7.707.886;07:00 am - 10:00 pm;JR POMABAMBA MZA. Q. LTE.  2;;;;;;;;;;;;;;;;;;;;;;;
-7.703.442;-1.200.552;ESCOBAR CALDERON, SILAS;REF: 2 CDRAS DE UNA CANCHITA COOP MIRAFLORES;07:30 am - 10:00 pm;-1.200.552;-7.703.442;07:30 am - 10:00 pm;REF: 2 CDRAS DE UNA CANCHITA COOP MIRAFLORES;;;;;;;;;;;;;;;;;;;;;;;
-7.700.999;-119.838;TIENDAS TAMBO S.A.C;MZA Q-1 LOTE 12 URB. SAN CARLOS (AV. EL SOL 210) LIMA-LIMA-SAN JUAN DE LURIGANCHO;07:00 am - 10:30 pm;-119.838;-7.700.999;07:00 am - 10:30 pm;MZA Q-1 LOTE 12 URB. SAN CARLOS (AV. EL SOL 210) LIMA-LIMA-SAN JUAN DE LURIGANCHO;;;;;;;;;;;;;;;;;;;;;;;
-7.704.986;-1.195.668;OSNAR LENCINI BERMUDEZ ARTEAGA;AV AREQUIPA 579 PUEBLO JOVEN LA LIBERTAD ;07:00 am - 10:00 pm;-1.195.668;-7.704.986;07:00 am - 10:00 pm;AV AREQUIPA 579 PUEBLO JOVEN LA LIBERTAD;;;;;;;;;;;;;;;;;;;;;;;
-7.705.624;-1.192.989;BOTICASJEHOVASHAMMA;AV. MICAELA BASTIDAS 717 ASOCIACON VIRGEN DEL ROSARIO;07:00 am - 10:00 pm;-1.192.989;-7.705.624;07:00 am - 10:00 pm;AV. MICAELA BASTIDAS 717 ASOCIACON VIRGEN DEL ROSARIO;;;;;;;;;;;;;;;;;;;;;;;
-7.705.679;-1.192.839;BODEGA IKER;AV MICAELA BASTIDAS BLOCK F26 DPTO 108 1ER PISO-REF CRUCE CON AV. RETABLO  ;07:30 am - 10:00 pm;-1.192.839;-7.705.679;07:30 am - 10:00 pm;AV MICAELA BASTIDAS BLOCK F26 DPTO 108 1ER PISO-REF CRUCE CON AV. RETABLO;;;;;;;;;;;;;;;;;;;;;;;
-7.702.124;-1.188.046;PILAR ROXANA ESPIRITU ZAMBRANO;AV TUPAC AMARU 2601 P.J PROGRESO 1ER SECT EL ;07:00 am - 10:00 pm;-1.188.046;-7.702.124;07:00 am - 10:00 pm;AV TUPAC AMARU 2601 P.J PROGRESO 1ER SECT EL;;;;;;;;;;;;;;;;;;;;;;;
-7.705.583;-1.194.541;LIBRERIA BAZAR JUANITA;JR JOSE MARIA QUIROGA 219 URB SANTA LUZMILA / 3CDRAS DE SEGURO;07:30 am - 10:00 pm;-1.194.541;-7.705.583;07:30 am - 10:00 pm;JR JOSE MARIA QUIROGA 219 URB SANTA LUZMILA / 3CDRAS DE SEGURO;;;;;;;;;;;;;;;;;;;;;;;
-7.703.711;-1.189.667;BOTICA;AV. UNIVERSITARIA NRO. 398 INTERIOR A ;07:00 am - 10:00 pm;-1.189.667;-7.703.711;07:00 am - 10:00 pm;AV. UNIVERSITARIA NRO. 398 INTERIOR A;;;;;;;;;;;;;;;;;;;;;;;
-7.697.869;-1.204.426;TIENDAS TAMBO S.A.C;AV. CESAR VALLEJO 420;07:00 am - 10:30 pm;-1.204.426;-7.697.869;07:00 am - 10:30 pm;AV. CESAR VALLEJO 420;;;;;;;;;;;;;;;;;;;;;;;
-7.706.019;-1.194.265;FARMA SALUD;AV.UNIVERSITARIA 6777 ;07:00 am - 10:00 pm;-1.194.265;-7.706.019;07:00 am - 10:00 pm;AV.UNIVERSITARIA 6777;;;;;;;;;;;;;;;;;;;;;;;
-7.696.913;-12.108;TIENDAS TAMBO S.A.C;AV. PRIMAVERA 1816 LOTE 12;07:00 am - 10:30 pm;-12.108;-7.696.913;07:00 am - 10:30 pm;AV. PRIMAVERA 1816 LOTE 12;;;;;;;;;;;;;;;;;;;;;;;
-7.705.689;-1.193.475;BOTICA;AV. VICTOR BELAUNDE OESTE 911 URB. EL RETABLO;07:00 am - 10:00 pm;-1.193.475;-7.705.689;07:00 am - 10:00 pm;AV. VICTOR BELAUNDE OESTE 911 URB. EL RETABLO;;;;;;;;;;;;;;;;;;;;;;;
